IC4329A       ;  ; 29.10; 1.32; ;  27.60; 0.73; ; 29.30; 0.88; ;  57.00; 0.97; ; 15.00; 1.44; ; 34.60; 0.85; ; 117.00; 1.42; ;  16.00; 2.19; ;  32.50; 3.06;HR+LR;41,44,11,8,9,23 ;
3C293         ; <;  0.18;     ; ;   4.07; 0.29; ;      ;     ; ;   1.27; 0.09;<;  0.42;     ; ;      ;     ; ;   0.27; 0.02; ;   1.32; 0.12; ;   5.55; 0.48;HR+LR;21              ;
NGC5347       ; <;  2.41;     ; ;   4.17; 0.82; ;  2.08; 0.69; ;   4.09; 0.74;<;  2.86;     ;<;  1.74;     ; ;   7.64; 0.62;<;   3.38;     ;<;   4.62;     ;HR+LR;41,23,11,49     ;
Mrk463E       ;  ; 29.86; 2.99; ;   9.25; 0.92; ; 18.25; 1.83; ;  40.78; 4.08; ; 15.85; 1.59; ; 19.93; 1.99; ;  69.17; 6.92; ;  15.50; 1.55; ;  29.79; 2.98;HR   ;18,2,9          ;
Circinus      ;  ;123.20;53.20; ; 393.00;67.50; ;209.00;22.90; ; 385.40;29.90; ;194.50;26.20;<; 50.90;     ; ; 897.50;48.90; ; 594.40;89.20; ; 729.90;51.70;HR   ;47,48           ;
NGC5506       ;  ; 73.50; 1.56; ;  85.10; 1.43; ; 56.80; 1.06; ; 153.70; 1.10; ; 58.60; 7.79; ; 64.30; 4.07; ; 226.20; 4.00; ;  91.70;24.40; ; 137.00; 6.92;HR   ;9,47            ;
NGC5548       ;  ;  6.37; 0.71; ;   8.47; 0.62; ;  5.40; 0.39; ;   7.27; 0.78; ;  5.93; 0.95; ;  3.89; 0.50; ;  17.50; 0.63;<;   4.14;     ; ;  12.46; 1.38;HR+LR;41,11,44,8,9    ;
Mrk1383       ;  ;  1.37; 0.23; ;   1.35; 0.11; ;  0.85; 0.11; ;   2.56; 0.11; ;  1.60; 0.17; ;  0.75; 0.10; ;   2.95; 0.44; ;   1.20; 0.08; ;       ;     ;HR   ;9,43,23,8,37    ;
Mrk478        ;  ;  1.56; 0.17; ;   4.27; 0.10; ;  1.43; 0.09; ;   3.86; 0.13; ;  2.90; 0.12; ;  1.90; 0.08; ;   6.30; 0.50; ;   4.40; 0.09; ;       ;     ;HR+LR;9,43,37,23,34   ;
NGC5728       ;  ; 31.70; 0.82; ;  36.60; 0.77; ; 21.70; 0.34; ;  53.60; 0.67; ; 24.20; 1.73; ; 28.10; 0.56; ; 115.50; 0.12; ;  53.30; 7.22; ;  56.90;14.50;HR   ;9,44,34,26,47   ;
3C305         ;  ;  3.21; 0.24; ;   4.15; 0.29; ;      ;     ; ;   8.62; 0.59; ;  4.11; 0.33; ;      ;     ; ;  13.07; 1.15; ;   5.14; 0.46; ;  11.24; 0.97;HR   ;21              ;
IC4518A       ;  ;      ;     ; ;  40.00; 4.00; ; 25.00; 2.50; ;  49.00; 4.90; ;      ;     ; ; 24.00; 2.40; ;  85.00; 8.50; ;       ;     ; ;       ;     ;HR   ;26              ;
NGC5793       ;  ;  1.71; 0.41; ;  49.10; 3.92; ;  1.09; 0.61; ;   9.56; 0.84; ; 11.17; 2.38;<;  2.83;     ; ;   8.18; 0.79; ;  38.80; 4.90; ;  72.48; 8.50;HR   ;47              ;
IRAS15001+1433;  ;  0.42; 0.08; ;   6.85; 0.68; ;  1.12; 0.11; ;   2.61; 0.26; ;  2.25; 0.23; ;  0.66; 0.13; ;   1.75; 0.17; ;       ;     ; ;       ;     ;HR   ;18,46,9         ;
3C317         ; <;  0.08;     ; ;   0.88; 0.05; ;      ;     ; ;   0.43; 0.07; ;  0.37; 0.07; ;      ;     ; ;   0.26; 0.08; ;       ;     ; ;       ;     ;LR   ;25              ;
Mrk848B       ;  ;      ;     ; ;  62.00; 6.20;<;  0.33;     ; ;  14.00; 1.40; ;      ;     ;<;  0.79;     ;<;   2.80;     ; ;       ;     ; ;       ;     ;HR   ;26,17           ;
IRAS15176+5216;  ;  0.59; 0.34; ;   6.15; 2.88;<;  4.76;     ; ;   4.28; 2.62; ;      ;     ; ;      ;     ; ;   3.81; 0.47; ;       ;     ; ;       ;     ;LR   ;47,35           ;
Arp220        ; <;  1.50;     ; ;  64.54; 6.45;<;  2.90;     ; ;   7.80; 0.78; ;  5.44; 0.54;<; 14.00;     ;<;  21.00;     ; ;  75.10;22.00; ;  32.28; 3.23;HR   ;18,43,46,4      ;
NGC5990       ;  ;  5.49; 0.79; ;  49.24; 3.31; ;  1.41; 0.52; ;  16.00; 0.79; ; 19.20; 1.73;<;  1.02;     ; ;  14.80; 1.29; ;  48.90; 5.04; ;  78.40;12.20;HR   ;47              ;
IRAS15462-0450; <;  0.25;     ; ;   7.38; 0.74;<;  0.30;     ; ;   1.38; 0.28; ;  1.78; 0.36;<;  1.05;     ;<;   3.60;     ; ;   4.80; 0.96; ;       ;     ;HR   ;18,43           ;
PKS1549-79    ;  ;  1.45; 0.12; ;   2.20; 0.17; ;      ;     ; ;   5.45; 0.39;<;  0.60;     ; ;      ;     ; ;   3.11; 0.27; ;       ;     ; ;       ;     ;HR   ;21              ;
Mrk876        ;  ;  1.32; 0.10; ;   3.77; 0.12; ;  1.10; 0.06; ;   3.09; 0.10; ;  2.10; 0.13; ;  0.65; 0.14; ;   6.65; 0.31; ;       ;     ; ;       ;     ;HR   ;9,43,23,37,8    ;
NGC6166       ;  ;  0.22; 0.11; ;   0.66; 0.11; ;      ;     ; ;   0.27; 0.07;<;  0.30;     ; ;      ;     ; ;   0.34; 0.10; ;   0.58; 0.16; ;   1.20; 0.30;LR   ;25              ;
Mrk883        ;  ;  2.60; 0.20; ;  13.10; 0.20; ;      ;     ; ;   9.60; 0.30; ;  7.10; 0.30; ;      ;     ; ;   9.10; 0.20; ;   8.20; 0.50; ;  25.80; 0.90;LR   ;34,11           ;
NGC6240       ;  ;  2.68; 0.27; ; 171.00;17.10; ;  4.40; 0.44; ;  60.60; 6.10; ; 17.10; 1.71;<;  5.70;     ; ;  26.75; 2.67; ;  38.11; 3.81; ; 265.90;26.60;HR   ;18,3,16,9,17    ;
IRAS17208-0014; <;  0.40;     ; ;  41.22; 4.12;<;  1.00;     ; ;   8.12; 0.81; ;  7.29; 0.73;<;  3.20;     ;<;   2.40;     ; ;  17.80; 1.78; ;  38.87; 7.77;HR   ;18,46           ;
IRAS18216+6418;  ;  5.67; 0.32; ;   3.34; 0.32; ;  4.63; 0.58; ;  10.03; 1.75; ;  3.35; 0.51; ;  4.58; 1.13; ;  23.04; 2.58; ;       ;     ; ;       ;     ;HR   ;38              ;
Fairall49     ;  ; 11.50; 0.82; ;  36.80; 0.78; ; 26.30; 0.96; ;  43.60; 0.53; ; 14.84; 1.71; ; 15.84; 2.96; ;  39.07; 1.22; ;  18.08; 3.46; ;  32.94; 3.96;HR   ;9,47            ;
ESO103-G35    ;  ; 11.50; 1.01; ;  29.40; 0.76; ; 17.30; 1.05; ;  41.40; 0.94;<; 10.30;     ; ; 10.31; 0.87; ;  34.40; 0.75;<;   3.26;     ;<;   3.39;     ;HR   ;9,44,23,35,19,47;
ESO140-G043   ;  ;  8.39; 0.78; ;   9.42; 0.54; ;  7.05; 0.65; ;  13.80; 0.58; ;  7.92; 0.95; ;  7.07; 0.51; ;  23.50; 1.17; ;  10.80; 3.05; ;  10.90; 1.80;HR   ;38              ;
NGC6786       ; <;  0.92;     ; ;  37.33; 1.27;<;  0.77;     ; ;   2.79; 0.83; ; 11.79; 2.05; ;      ;     ; ;   0.81; 0.45; ;  27.96; 1.90; ;  50.02; 3.23;HR   ;22              ;
ESO141-G55    ;  ;  3.45; 0.22; ;   2.24; 0.21; ;  2.25; 0.24; ;   5.62; 0.27; ;  1.75; 0.52; ;  1.62; 0.12; ;   7.26; 0.12; ;   5.45; 0.50; ;   8.85; 0.82;HR   ;40              ;
IRAS19254-7245; <;  1.20;     ; ;  31.48; 3.15; ;  2.77; 0.55; ;  13.19; 1.32; ;  4.28; 0.43;<;  1.60;     ; ;   6.35; 1.27; ;   9.07; 0.91; ;  56.80;17.00;HR   ;18,50           ; 
ESO339-G11    ;  ;  7.33; 0.56; ;  44.30; 0.20; ; 24.50; 0.41; ;  41.70; 3.48; ; 15.60; 1.04; ; 16.90; 1.37; ;  44.20; 3.36; ;  27.60; 4.11; ;  65.89; 4.59;HR   ;47,30           ;
3C405         ;  ; 16.20; 0.70; ;  21.70; 0.70; ; 20.50; 0.50; ;  47.90; 0.50; ; 24.20; 0.60; ; 24.30; 0.60; ;  78.50; 0.70; ;  29.00; 1.00; ;       ;     ;LR   ;25,31           ;
IRAS20037-1547; <;  0.16;     ; ;   4.80; 0.58;<;  0.38;     ; ;   0.88; 0.23; ;  1.73; 0.43;<;  0.60;     ;<;   0.54;     ; ;       ;     ; ;       ;     ;HR+LR;47              ;
NGC6860       ;  ;  3.36; 0.28; ;   5.60; 0.30; ;  2.85; 0.21; ;   6.65; 0.19; ;  2.80; 0.25; ;  2.41; 0.14; ;  12.10; 0.17; ;   7.93; 0.64; ;  10.40; 0.64;HR   ;41,44           ;
MCG+04-48-002 ;  ;      ;     ; ;  54.30;10.50; ;  2.90; 0.56; ;       ;     ; ;      ;     ; ;      ;     ; ;   4.90; 0.49; ;       ;     ; ;       ;     ;HR   ;1,30            ;
NGC6926       ;  ;  1.05; 0.29; ;   6.99; 0.90; ;  1.38; 0.10; ;   4.66; 0.37; ;  1.98; 0.33; ;  1.27; 0.22; ;   4.62; 0.38; ;   7.22; 1.29; ;  18.10; 1.39;HR   ;47,30           ;
Mrk509        ;  ;  4.13; 0.76; ;  14.00; 0.79; ;  4.74; 0.59; ;  14.50; 0.60; ;  7.19; 1.20; ;  6.82; 0.46; ;  27.50; 0.57; ;   7.41; 1.91; ;  14.50; 3.41;HR   ;41,44,26,23     ;
PKS2048-57    ;  ; 47.40; 0.86; ;  26.70; 1.17; ; 30.30; 0.86; ;  66.30; 0.99; ; 21.80; 1.19; ; 23.60; 1.37; ; 114.00; 1.34; ;  31.00; 3.00; ;  52.70; 3.26;HR   ;41,44,21        ;
3C433         ;  ;  1.70; 0.20; ;   2.60; 0.20; ;  0.80; 0.20; ;   5.70; 0.20; ;  0.89; 0.20; ;  0.90; 0.30; ;   7.00; 0.40; ;       ;     ; ;       ;     ;LR   ;25              ;
IC5135        ;  ;  5.27; 0.84; ;  79.30; 0.93; ;  9.09; 0.64; ;  29.40; 0.77; ; 19.60; 0.33; ;  5.22; 0.86; ;  19.70; 0.84; ;  48.20; 2.59; ;  93.90; 4.90;HR+LR;41,11,30,23,19  ;
NGC7172       ;  ;  5.87; 0.61; ;  33.00; 1.01; ; 10.20; 0.67; ;  17.10; 0.68; ; 11.90; 1.00; ; 13.80; 0.49; ;  45.40; 0.48; ;  26.90; 1.51; ;  59.30; 2.42;HR   ;41,44,23,26     ;
IRAS22017+0319;  ; 10.31; 0.25; ;   5.95; 0.37; ;  8.33; 0.26; ;  14.10; 0.29; ;  6.10; 0.25; ;  9.40; 0.30; ;  29.00; 0.30; ;   9.33; 0.44; ;       ;     ;HR   ;40              ;
NGC7213       ;  ;  2.32; 0.61; ;  25.70; 0.74;<;  1.85;     ; ;  12.00; 0.80; ;  5.00; 0.85;<;  7.89;     ;<;  13.50;     ; ;   6.97; 0.88; ;  15.70; 1.61;HR   ;41,44,23,26     ;
3C445         ;  ;  2.75; 0.32; ;   2.31; 0.24; ;  1.95; 0.21; ;   6.23; 0.01; ;      ;     ; ;  5.84; 0.11; ;  22.60; 0.92;<;   3.16;     ;<;   3.69;     ;HR   ;41,23           ;
ESO602-G25    ;  ;      ;     ; ;  55.52; 0.39; ;  2.26; 0.23; ;  13.04; 0.21; ; 17.27; 2.02; ;  3.41; 0.37; ;   8.77; 0.38; ;  39.79; 1.25; ;       ;     ;HR   ;14,26           ;
NGC7314       ;  ; 15.90; 0.53; ;   8.08; 0.39; ; 16.90; 0.52; ;  23.20; 0.53; ;  9.97; 0.71; ; 21.50; 0.32; ;  67.00; 0.41; ;  15.00; 1.71; ;  14.20; 1.76;HR+LR;41,44,23,11,26  ;
UGC12138      ;  ;  6.00; 1.00; ;   3.00; 1.00; ;  6.00; 1.00; ;   8.00; 1.00; ;  4.00; 1.00; ;      ;     ; ;  11.00; 2.00; ;   4.00; 1.00; ;       ;     ;LR   ;11              ;
NGC7469       ;  ;  9.00; 0.79; ; 191.00; 2.70; ; 15.40; 1.00; ;  35.80; 0.75; ; 75.40; 4.52; ;  8.76; 2.18; ;  34.00; 3.80; ;  63.60; 9.21; ; 194.00;19.10;HR+LR;9,11,23,26,46,47;
IRAS23060+0505;  ;  1.96; 0.23; ;   3.23; 0.24; ;  2.01; 0.27; ;   2.56; 0.21;<;  1.32;     ;<;  0.87;     ; ;   3.53; 0.54; ;       ;     ; ;       ;     ;HR+LR;9,47            ; 
IC5298        ;  ;  2.62; 0.34; ;  23.35; 1.65; ;  8.05; 0.71; ;  10.52; 0.73; ;  6.56; 1.29;<;  2.04;     ; ;   9.73; 1.26; ;  11.80; 6.30; ;  54.80;18.10;HR   ;47,30           ; 
NGC7591       ; <;  5.80;     ; ;  54.00; 5.00;<;  0.62;     ; ;   4.40; 2.50; ; 10.00; 3.00;<;  0.76;     ;<;   0.54;     ; ;       ;     ; ;       ;     ;HR   ;27,26,17        ; 
NGC7592W      ;  ;  1.60; 0.15; ;  34.64; 0.30; ;  1.43; 0.11; ;   9.61; 0.11; ; 13.76; 0.33; ;      ;     ; ;   6.37; 0.54; ;  23.71; 1.62; ;  39.65; 1.94;HR   ;22,30           ; 
NGC7582       ;  ; 21.30; 1.43; ; 322.00; 6.41; ; 38.80; 1.54; ; 105.00; 2.05; ; 87.30; 1.99; ; 63.60; 4.29; ; 262.00; 5.54; ; 244.00; 7.85; ;       ;     ;HR   ;41,44,12,26     ; 
NGC7603       ; <;  0.72;     ; ;  12.50; 0.37; ;  0.47; 0.01; ;   5.71; 0.19; ;  4.94; 0.33;<;  0.93;     ; ;   3.52; 0.33; ;   9.27; 0.23; ;  18.70; 0.91;HR   ;42,44,11        ; 
PKS2322-12    ;  ;      ;     ; ;   2.32; 0.09; ;      ;     ; ;   2.10; 0.20; ;      ;     ; ;      ;     ; ;       ;     ; ;       ;     ; ;       ;     ;LR   ;15              ; 
NGC7674       ;  ; 15.10; 1.59; ;  20.90; 2.08; ; 17.50; 3.30; ;  34.80; 2.89;<; 15.00;     ; ; 15.40; 1.35; ;  46.30; 3.50; ;  16.20; 3.02; ;  42.20; 2.69;HR   ;47              ; 
NGC7679       ;  ;      ;     ; ;  77.30; 7.73; ;  3.29; 0.42; ;  30.00; 3.00; ;      ;     ; ;      ;     ; ;  34.10; 3.41; ;       ;     ; ;       ;     ;HR   ;1,30            ;
IRAS23365+3604; <;  0.75;     ; ;   8.57; 0.86;<;  0.80;     ; ;   0.73; 0.07; ;  3.01; 0.60;<;  0.54;     ;<;   2.00;     ; ;   3.81; 1.14; ;  41.60;12.50;HR   ;18,17,46        ;
NGC253        ; <; 10.50;     ; ;2832.30;64.20;<; 20.50;     ; ; 204.60; 9.60; ;666.40;14.90;<; 73.36;     ; ; 154.70;26.90; ;1538.00;30.10; ;2412.00;48.00;HR   ;5               ;
M74           ;  ;  0.22; 0.00; ;   2.31; 0.36;<;  0.15;     ;<;   0.08;     ; ;  0.23; 0.00;<;  0.46;     ;<;   0.13;     ; ;  12.35; 0.94; ;   4.78; 0.40;HR   ;20,47           ;
NGC891        ;  ;  0.88; 0.00; ;   8.57; 0.78;<;  0.04;     ; ;   0.84; 0.07; ;  1.99; 0.17;<;  0.62;     ;<;   1.03;     ; ;  10.74; 2.02; ;  28.11; 0.92;HR   ;20,47           ;
NGC1222       ;  ; 22.24; 0.45; ;  80.57; 1.30;<;  0.57;     ; ;  89.41; 1.74; ; 64.80; 1.13;<;  0.78;     ; ;   9.92; 0.48; ; 132.52; 2.30; ; 112.05; 1.70;HR   ;5               ;
IC342         ;  ;  4.76; 0.66; ; 615.46;10.52;<;  2.41;     ; ;  37.20; 0.90; ;320.03; 5.96;<;  4.95;     ;<;   7.70;     ; ; 672.46; 7.28; ; 985.73;10.29;HR   ;5               ;
NGC1614       ;  ;  6.89; 0.54; ; 249.00; 7.00;<;  0.99;     ; ;  63.32; 1.59; ; 83.03; 2.64;<;  3.27;     ; ;   8.68; 0.85; ; 101.06; 2.11; ; 148.60; 4.11;HR   ;5               ;
NGC1808       ;  ;  1.47; 0.00; ; 177.36;16.36;<;  0.91;     ; ;  17.26; 0.68; ; 46.20; 2.29;<;  8.38;     ;<;   9.54;     ; ; 205.83;20.27; ; 354.26;15.15;HR   ;20,47           ;
NGC2146       ;  ;  6.30; 0.44; ; 625.00;15.35;<;  2.81;     ; ;  91.16; 0.95; ;190.12; 4.15;<;  3.70;     ; ;  19.33; 4.48; ; 848.02;36.93; ;1209.35;21.70;HR   ;5               ;
NGC2903       ;  ;  1.24; 0.00; ; 181.62;13.59;<;  0.82;     ; ;  13.52; 0.18; ; 45.89; 2.91;<;  0.94;     ;<;   1.70;     ; ; 124.25; 1.85; ; 298.89; 2.03;HR   ;20,47           ;
M82           ;  ;  5.65; 0.74; ; 506.22;45.04;<;  0.89;     ; ;  80.98; 1.99; ;172.06; 5.80;<; 14.65;     ; ;  45.67; 6.61; ;1812.90;36.79; ;2166.00;25.52;HR   ;20,47           ;
NGC3184       ;  ;  0.32; 0.00; ;   5.70; 0.15;<;  0.10;     ; ;   0.67; 0.08; ;  4.16; 0.34;<;  0.20;     ; ;   0.50; 0.09; ;   4.31; 0.35; ;   5.05; 0.52;HR   ;20,47           ;
NGC3198       ;  ;  0.34; 0.00; ;   4.75; 0.11;<;  0.03;     ; ;   0.30; 0.08; ;  1.08; 0.13;<;  0.16;     ; ;   0.45; 0.10; ;   3.39; 0.45; ;   4.34; 0.59;HR   ;20,47           ;
NGC3256       ;  ;  5.25; 0.57; ; 514.19; 9.34;<;  2.35;     ; ;  64.42; 0.86; ;171.83; 2.07;<;  3.85;     ; ;  12.23; 3.02; ; 484.64;13.79; ; 623.37; 9.81;HR   ;5               ;
M95           ;  ;  0.49; 0.00; ;  18.87; 1.09;<;  0.13;     ; ;   1.71; 0.08; ;  6.79; 0.12;<;  0.14;     ; ;   4.71; 3.19; ;  38.47; 1.41; ;  70.25; 1.19;HR   ;20,47           ;
NGC3938       ;  ;  0.24; 0.00; ;   1.43; 0.14;<;  0.09;     ; ;   0.31; 0.09; ;  0.34; 0.05;<;  0.14;     ;<;   0.29;     ; ;   3.20; 0.29; ;   9.84; 2.57;HR   ;20,47           ;
NGC4536       ;  ;  0.95; 0.20; ;  35.46; 0.39;<;  0.06;     ; ;   6.11; 0.06; ; 16.34; 0.91;<;  0.13;     ; ;   1.72; 0.25; ; 100.48; 4.53; ; 114.02; 1.53;HR   ;20,47           ;
NGC4559       ;  ;  0.24; 0.00; ;   1.89; 0.13;<;  0.05;     ; ;   0.53; 0.08; ;  1.08; 0.31;<;  0.07;     ;<;   1.62;     ; ;  10.61; 0.93; ;  10.03; 0.44;HR   ;20,47           ;
NGC4631       ;  ;  1.39; 0.42; ;  45.92; 0.71;<;  0.07;     ; ;  10.15; 0.13; ; 39.69; 2.12;<;  0.27;     ;<;   1.47;     ; ;  85.16; 0.76; ; 114.74; 1.89;HR   ;20,47           ;
M83           ;  ;  3.31; 0.23; ; 503.33;19.88;<;  0.61;     ; ;  29.30; 0.77; ;227.66;16.51;<;  1.19;     ; ;   5.75; 1.08; ; 263.50; 9.21; ; 391.40; 8.55;HR   ;20,47           ;
NGC6946       ;  ;  1.96; 0.00; ;  38.45; 0.66;<;  0.17;     ; ;   3.77; 0.10; ; 11.89; 0.74;<;  0.59;     ; ;   4.00; 0.68; ;  61.00; 3.70; ; 112.25; 1.57;HR   ;20,47           ;
3C33          ;  ;  1.20; 0.10; ;   3.90; 0.20; ;  2.00; 0.30; ;   5.30; 0.20; ;  2.50; 0.40; ;  1.60; 0.20; ;   8.10; 0.20; ;       ;     ; ;       ;     ;LR   ;24              ;
PG1114+445    ;  ;  0.90; 0.18; ;       ;     ; ;      ;     ;<;   1.53;     ; ;      ;     ;<;  1.70;     ; ;   2.15; 0.49; ;       ;     ; ;       ;     ;LR   ;47              ;
ESO506-G27    ; <;  1.02;     ; ;   5.18; 1.25; ;      ;     ; ;   6.02; 0.89; ;  1.99; 1.12; ;      ;     ; ;   3.80; 0.71; ;       ;     ; ;       ;     ;LR   ;47,35           ;
IRAS12514+1027;  ;  0.91; 0.09; ;   2.35; 0.23; ;  1.94; 0.19; ;   2.68; 0.54; ;  1.21; 0.36; ;  1.67; 0.33; ;   2.71; 0.54; ;       ;     ; ;       ;     ;HR   ;18              ;
NGC5353       ;  ;      ;     ; ;   0.25; 0.02; ;      ;     ; ;   0.33; 0.03; ;  0.17; 0.02; ;      ;     ; ;   0.07; 0.01; ;       ;     ; ;       ;     ;LR   ;32              ;
3C315         ;  ;  0.10; 0.04; ;   0.29; 0.05; ;      ;     ; ;   0.30; 0.09;<;  0.30;     ; ;      ;     ; ;   0.24; 0.08; ;       ;     ; ;       ;     ;LR   ;25              ;
PG1700+518    ;  ;  0.42; 0.13; ;   1.21; 0.12; ;  1.44; 0.46; ;   1.60; 0.11;<;  0.49;     ;<;  0.43;     ; ;   1.68; 0.17; ;       ;     ; ;       ;     ;HR+LR;37,8,47         ;
3C424         ; <;  0.07;     ; ;   0.25; 0.08; ;      ;     ; ;   0.16; 0.05;<;  0.20;     ; ;      ;     ; ;   0.18; 0.06; ;       ;     ; ;       ;     ;LR   ;25              ;
