NGC7469        ; ;      ;      ; ;  38.80;  9.88; ;  221.76;  8.94; ;  37.03; 5.12; ;  41.43; 1.48; ;  16.54; 1.24; ; 287.29;  3.11;3x3;
IRAS23060+0505 ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ; ;       ;     ; ;   4.02;  1.05;3x3;
IC5298         ; ;      ;      ; ;       ;      ; ;   32.16;  5.75; ;   6.83; 2.27; ;       ;     ; ;       ;     ; ;  57.68;  1.27;3x3;
NGC7591        ; ;      ;      ; ;       ;      ; ;   52.37;  6.76; ;       ;     ; ;       ;     ; ;       ;     ; ; 117.02;  1.57;3x3;
NGC7592W       ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ; ;       ;     ; ; 188.49;  2.61;3x3;
NGC7582        ; ;139.82;  8.13; ;  65.58; 10.23; ;  223.67;  9.23; ; 201.88; 5.29; ;  75.45; 2.04; ;  30.54; 1.68; ; 425.93;  3.22;3x3;
NGC7603        ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ; ;       ;     ; ;  35.06;  1.56;3x3;
PKS2322-12     ; ;      ;      ; ;       ;      ; ;    4.52;  0.42;<;   0.49;     ; ;   0.43; 0.10; ;   0.37; 0.05; ;   5.03;  0.24;c  ;
NGC7674        ; ;      ;      ; ;       ;      ; ;   52.12;  4.97; ;  24.33; 2.75; ;       ;     ; ;       ;     ; ; 113.26;  1.63;3x3;
NGC7679        ; ;      ;      ; ;       ;      ; ;  111.94;  3.43; ;       ;     ; ;       ;     ; ;       ;     ; ; 254.40;  2.41;3x3;
IRAS23365+3604 ; ;      ;      ; ;       ;      ; ;   15.79;  2.62; ;   7.49; 1.79; ;   3.91; 1.35; ;   1.66; 0.30; ;  22.73;  0.78;3x3;
NGC253         ; ;389.21;183.61; ; 599.54;178.33; ; 2947.60; 85.70; ; 625.21;53.54; ; 802.72;28.14; ; 389.61;30.99; ;3392.70; 22.90;3x3;
M74            ; ;      ;      ; ;       ;      ; ;   20.58; 10.84;<;  14.16;     ; ;   5.85; 2.70; ;       ;     ; ;  43.12;  1.82;3x3;
NGC891         ; ;      ;      ; ;       ;      ; ;   85.54; 11.08; ;       ;     ; ;  73.28; 2.19; ;       ;     ; ;       ;      ;3x3;
NGC1222        ; ;      ;      ; ;       ;      ; ;  197.57;  4.25; ;       ;     ; ;   9.76; 1.43; ;       ;     ; ; 302.19;  3.62;3x3;
IC342          ; ;      ;      ; ;       ;      ; ;  637.94;  5.27; ; 171.14; 7.92; ; 311.03; 3.13; ;       ;     ; ;1066.00; 15.40;3x3;
NGC1614        ; ;      ;      ; ;       ;      ; ;  316.03;  7.46; ; 192.97;12.08; ;       ;     ; ;  26.48; 0.96; ; 362.67;  5.58;3x3;
NGC1808        ; ;      ;      ; ; 152.62; 10.79; ;  843.94; 12.50; ; 204.38;11.04; ; 271.22; 4.26; ;  66.09; 1.84; ;1430.30; 18.10;3x3;
NGC2146        ; ;      ;      ; ;       ;      ; ; 1256.50; 19.50; ;1138.50;12.50; ; 407.04; 7.82; ; 141.63; 2.63; ;3659.70; 29.10;3x3;
NGC2903        ; ;      ;      ; ;       ;      ; ;  199.33;  4.31; ;  53.62; 4.22; ; 107.11; 2.18; ;  16.23; 1.53; ;       ;      ;3x3;
M82            ; ;      ;      ; ;2911.80; 26.10; ;10056.00;127.00; ;6179.90;60.10; ;1623.20;21.00; ;1086.80;20.10; ;9217.00;200.00;3x3;
NGC3184        ; ;      ;      ; ;       ;      ; ;   14.30;  3.61; ;   4.90; 1.86; ;       ;     ; ;       ;     ; ;  32.58;  1.08;3x3;
NGC3198        ; ;      ;      ; ;       ;      ; ;   13.70;  6.08; ;  10.00; 2.05; ;       ;     ; ;       ;     ; ;  54.37;  1.15;3x3;
NGC3256        ; ;      ;      ; ; 169.77; 13.81; ; 1053.10; 13.10; ; 461.07; 6.91; ; 140.63; 1.96; ;  78.58; 2.10; ;1480.70; 18.10;3x3;
M95            ; ;      ;      ; ;       ;      ; ;  114.48;  5.19; ;  19.81; 6.05; ;  68.86; 2.88; ;       ;     ; ; 262.98;  3.81;3x3;
NGC3938        ; ;      ;      ; ;       ;      ; ;   17.38; 11.02;<;  24.24;     ; ;  17.71; 3.19; ;       ;     ; ;  62.99;  3.52;3x3;
NGC4536        ; ;      ;      ; ;       ;      ; ;  389.36;  9.08; ; 166.61; 7.63; ;  49.84; 3.49; ;       ;     ; ; 716.83;  8.41;3x3;
NGC4559        ; ;      ;      ; ;       ;      ; ;   25.93;  2.76; ;  16.08; 2.75; ;   5.66; 0.91; ;       ;     ; ;  77.47;  0.25;3x3;
NGC4631        ; ;      ;      ; ;       ;      ; ;  155.34;  5.15; ; 204.66; 4.34; ;  36.74; 2.56; ;       ;     ; ; 679.06;  8.20;3x3;
M83            ; ;      ;      ; ; 166.55; 10.30; ;  859.63;  8.52; ; 216.90; 6.97; ; 321.00; 4.59; ;  77.27; 5.16; ;1374.40; 21.00;3x3;
NGC6946        ; ;      ;      ; ;       ;      ; ;  271.09;  8.53; ;  91.54; 6.15; ;  80.22; 4.34; ;       ;     ; ;       ;      ;3x3;
3C33           ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ;<;   1.54;     ; ;       ;      ;3x3;
PG1114+445     ; ;      ;      ; ;       ;      ;<;    3.06;      ; ;       ;     ; ;       ;     ; ;       ;     ;<;   1.30;      ;3x3;
ESO506-G27     ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ;<;   0.96;     ; ;       ;      ;3x3;
IRAS12514+1027 ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ; ;       ;     ;<;   2.50;      ;3x3;
NGC5353        ; ;      ;      ; ;       ;      ;<;    3.69;      ; ;       ;     ; ;       ;     ; ;       ;     ;<;   1.75;      ;3x3;
3C315          ; ;      ;      ; ;       ;      ;<;    6.12;      ; ;       ;     ; ;       ;     ; ;       ;     ; ;       ;      ;c  ;
PG1700+518     ; ;      ;      ; ;       ;      ; ;        ;      ; ;       ;     ; ;       ;     ; ;       ;     ;<;   1.73;      ;3x3;
3C424          ; ;      ;      ; ;       ;      ;<;    6.56;      ; ;       ;     ; ;       ;     ; ;       ;     ; ;       ;      ;3x3;
