NGC1614       ;       ;     ;       ;    ; ;  32.71; 0.63; ;  37.35;0.86; ;       ;    ; ; 23.05;0.11; ; 21.47; 0.60; ;3x3;
NGC1808       ;       ;     ;  97.72;0.71; ; 110.48; 1.31; ; 129.13;1.17; ; 135.03;0.39; ;112.30;0.30; ; 98.18; 2.82; ;3x3;
NGC2146       ;       ;     ;       ;    ; ;  93.37; 2.04; ; 137.93;1.27; ;  46.46;0.80; ;130.28;0.34; ;229.17; 4.05; ;3x3;
NGC2903       ;       ;     ;       ;    ; ;  26.04; 0.58; ;  34.45;0.46; ;  40.34;0.25; ; 35.23;0.28; ;156.00;20.30;b;3x3;
M82           ;       ;     ;1038.70;2.26; ;1131.60;15.80; ;1117.00;7.30; ; 922.22;2.72; ;717.89;2.94; ;614.57;35.28; ;3x3;
NGC3184       ;       ;     ;       ;    ; ;  13.34; 0.49; ;   2.22;0.30; ;       ;    ; ;      ;    ; ; 54.90; 2.80;c;3x3;
NGC3198       ;       ;     ;       ;    ; ;  29.44; 0.83; ;       ;    ; ;       ;    ; ;      ;    ; ; 31.41; 0.20; ;3x3;
NGC3256       ;       ;     ;  92.44;0.96; ; 102.93; 1.10; ; 120.72;0.68; ; 114.77;0.18; ; 92.30;0.31; ; 83.78; 2.76; ;3x3;
M95           ;       ;     ;       ;    ; ;       ;     ; ;  60.87;0.80; ;  60.85;0.29; ;      ;    ; ; 28.63; 0.59; ;3x3;
NGC3938       ;       ;     ;       ;    ; ;       ;     ; ;  30.41;0.85; ;  11.05;0.19; ;      ;    ; ;  8.81; 0.66; ;3x3;
NGC4536       ;       ;     ;       ;    ; ;   7.23; 0.77; ;  52.34;0.88; ;  76.11;0.29; ;      ;    ; ; 26.80; 1.21; ;3x3;
NGC4559       ;       ;     ;       ;    ; ;   3.34; 0.41; ;       ;    ; ;   7.31;0.09; ;      ;    ; ;  3.70; 0.05; ;3x3;
NGC4631       ;       ;     ;       ;    ; ;  27.53; 0.70; ;  31.11;0.64; ;  30.32;0.38; ;      ;    ; ; 34.23; 1.40; ;3x3;
M83           ;       ;     ;  94.41;1.06; ; 109.48; 1.04; ; 135.78;0.88; ; 145.64;0.53; ;121.89;0.84; ;111.93; 3.96; ;3x3;
NGC6946       ;       ;     ;       ;    ; ;  59.03; 1.06; ;  66.81;0.72; ;  68.01;0.49; ;      ;    ; ; 23.67; 4.74;d;3x3;
3C33          ;       ;     ;       ;    ; ;       ;     ; ;       ;    ; ;       ;    ; ;  0.31;0.08; ;      ;     ; ;3x3;
PG1114+445    ;       ;     ;       ;    ;<;   0.34;     ; ;       ;    ; ;       ;    ; ;      ;    ;<;  0.25;     ; ;3x3;
ESO506-G27    ;       ;     ;       ;    ; ;       ;     ; ;       ;    ; ;       ;    ; ;  1.34;0.05; ;      ;     ; ;3x3;
IRAS12514+1027;       ;     ;       ;    ; ;       ;     ; ;       ;    ; ;       ;    ; ;      ;    ; ;  1.06; 0.20; ;3x3;
NGC5353       ;       ;     ;       ;    ;<;   0.38;     ; ;       ;    ; ;       ;    ; ;      ;    ; ;  0.18; 0.10; ;3x3;
3C315         ;       ;     ;       ;    ;<;   0.11;     ; ;       ;    ; ;       ;    ; ;      ;    ; ;      ;     ; ;c  ;
PG1700+518    ;       ;     ;       ;    ; ;       ;     ; ;       ;    ; ;       ;    ; ;      ;    ; ;  0.95; 0.12; ;3x3;
3C424         ;       ;     ;       ;    ;<;   0.49;     ; ;       ;    ; ;       ;    ; ;      ;    ; ;      ;     ; ;3x3;
