NGC6860        ;20; 8;46.8727;-;61; 5;59.7336; 0.0148840;        ;  ;S1.5 ; ;43.04;N;71; ;40.12; ;40.04; ;40.74;     ;     ;  ;ESO143-G09        ;
MCG+04-48-002  ;20;28;35.0647;+;25;43;59.9340; 0.0139100;        ;  ;S1   ; ;42.84;N;48; ;40.06; ;     ; ;40.29;     ;     ;  ;IRAS20264+2533    ;
NGC6926        ;20;33; 6.1092;-; 2; 1;38.4960; 0.0196130;        ;  ;S2   ; ;40.76;Y;22; ;40.04; ;40.01; ;40.57;     ;     ;  ;UGC11588          ;
Mrk509         ;20;44; 9.7555;-;10;43;24.6864; 0.0343970; 105.000;36;S1.5 ; ;42.90;N;21; ;40.80; ;40.95; ;41.56;     ;     ;  ;IRAS20414-1054    ;
PKS2048-57     ;20;52; 2.3414;-;57; 4; 7.4928; 0.0113480;        ;  ;S1h  ; ;41.97;N; 3; ;40.88; ;40.77; ;41.46;     ;     ;  ;IC5063            ;
3C433          ;21;23;44.5898;+;25; 4;27.6420; 0.1016000;        ;  ;S2   ; ;43.92;N;39; ;41.29; ;41.34; ;42.23;1.860;     ; 3;4C+24.54          ;
IC5135         ;21;48;19.5166;-;34;57; 4.6728; 0.0161510;        ;  ;S1.9 ; ;40.84;Y;19; ;40.69; ;40.45; ;41.03;0.780;0.200;18;NGC7130           ;
NGC7172        ;22; 2; 1.8792;-;31;52;10.7796; 0.0086830;  33.900;30;S2   ; ;42.70;Y;21; ;40.15; ;40.28; ;40.80;     ;     ;  ;ESO466-G38        ;
IRAS22017+0319 ;22; 4;19.1628;+; 3;33;51.1164; 0.0611000;        ;  ;S1h  ; ;43.45;N;13; ;41.84; ;41.89; ;42.38;     ;     ;  ;                  ;
NGC7213        ;22; 9;16.2394;-;47; 9;59.9508; 0.0058390;  22.000;30;LINb ; ;42.20;N;21;<;39.03;<;39.66;<;39.89;     ;     ;  ;ESO288-G43        ;
3C445          ;22;23;49.5487;-; 2; 6;12.8880; 0.0558790;        ;  ;S1.5 ; ;44.41;N;57; ;41.13; ;41.60; ;42.19;     ;     ;  ;PKS2221-02        ;
ESO602-G25     ;22;31;25.4808;-;19; 2; 4.2540; 0.0250410;  94.200;29;LIN  ; ;     ; ;  ; ;40.38; ;40.56; ;40.97;     ;     ;  ;MCG-03-57-017     ;
NGC7314        ;22;35;46.2106;-;26; 3; 1.5840; 0.0047630;  17.100;29;S1h  ; ;42.30;N;21; ;40.77; ;39.88; ;40.37;0.240;0.070;18;ESO533-G53        ;
UGC12138       ;22;40;17.0690;+; 8; 3;13.4964; 0.0249740;        ;  ;S1.8 ; ;43.05;N; 6; ;40.90; ;     ; ;41.16;     ;     ;  ;CGCG404-028       ;
NGC7469        ;23; 3;15.6154;+; 8;52;25.8888; 0.0163170;  66.400; 7;S1.5 ; ;43.32;N;57; ;40.91; ;40.66; ;41.25;1.280;     ; 7;MCG+01-58-025     ;
IRAS23060+0505 ;23; 8;33.9571;+; 5;21;29.7576; 0.1730000;        ;  ;S1h  ; ;44.28;N; 7; ;42.19;<;41.83; ;42.44;     ;     ;  ;                  ;
IC5298         ;23;16; 0.6881;+;25;33;23.9472; 0.0274220;        ;  ;S2   ; ;     ; ;  ; ;41.11;<;40.51; ;41.19;     ;     ;  ;MCG+04-54-038     ;
NGC7591        ;23;18;16.2811;+; 6;35; 8.9196; 0.0165312;  64.100;29;LIN  ; ;39.51; ;63;<;39.48;<;39.57;<;39.42;1.050;0.020;13;UGC12486          ;
NGC7592W       ;23;18;21.7963;-; 4;24;57.0528; 0.0241830;        ;  ;S2   ; ;     ; ;  ; ;40.24; ;     ; ;40.89;     ;     ;  ;MCG-01-59-017NED01;
NGC7582        ;23;18;23.6107;-;42;22;13.6020; 0.0052540;  23.000;28;S1h  ; ;42.60;Y;21; ;40.39; ;40.60; ;41.22;1.950;0.070;16;ESO291-G16        ;
NGC7603        ;23;18;56.6530;+; 0;14;37.8600; 0.0295240;        ;  ;S1.5 ; ;43.54;N;32; ;39.94;<;40.23; ;40.81;     ;     ;  ;UGC12493          ;
PKS2322-12     ;23;25;19.7160;-;12; 7;27.0048; 0.0829910;        ;  ;LIN  ;<;41.50; ;21; ;     ; ;     ; ;     ;     ;     ;  ;Abell 2597        ;
NGC7674        ;23;27;56.7070;+; 8;46;44.3856; 0.0289240; 117.000;35;S1h  ; ;42.06;Y; 4; ;41.46; ;41.40; ;41.88;0.740;     ; 6;UGC12608          ;
NGC7679        ;23;28;46.6524;+; 3;30;41.0760; 0.0171390;  62.400;28;S1.9 ; ;41.65;N;48; ;40.19; ;     ; ;41.20;     ;     ;  ;Mrk534            ;
IRAS23365+3604 ;23;39; 1.2696;+;36;21; 8.5896; 0.0644800;        ;  ;LIN  ; ;41.54;N;60;<;40.87;<;40.70;<;41.27;     ;     ;  ;                  ;
NGC253         ; 0;47;33.0727;-;25;17;18.9960; 0.0008110;   3.660;11;HII  ; ;39.96;N;43;<;38.52;<;39.07; ;39.39;0.720;0.300;13;Sculptor          ;
M74            ; 1;36;41.7384;+;15;47; 0.8592; 0.0021920;   9.460;23;HII  ; ;38.12; ;26;<;37.21;<;37.69;<;37.14;0.460;8.000;  ;NGC628            ;
NGC891         ; 2;22;32.8464;+;42;20;52.6740; 0.0017610;  10.800;31;HII  ; ;40.46; ;67;<;36.75;<;37.94;<;38.16;1.600;6.000;  ;UGC01831          ;
NGC1222        ; 3; 8;56.7413;-; 2;57;18.5688; 0.0080790;  31.000;30;HII  ; ;     ; ;  ;<;38.82;<;38.95; ;40.06;0.750;6.000;  ;Mrk603            ;
IC342          ; 3;46;48.4764;+;68; 5;46.8924; 0.0001030;   3.280;24;HII  ; ;39.00;N;21;<;37.49;<;37.80;<;38.00;1.400;0.100;13;UGC02847          ;
NGC1614        ; 4;34; 0.0278;-; 8;34;44.9940; 0.0159380;        ;  ;HII  ; ;41.30;N;21;<;39.72;<;40.24; ;40.66;1.000;0.260; 4;Mrk617            ;
NGC1808        ; 5; 7;42.3377;-;37;30;45.9216; 0.0033190;  12.300;31;HII  ; ;39.70;N;21;<;38.22;<;39.18;<;39.24;2.570;6.000;  ;ESO305-G08        ;
NGC2146        ; 6;18;37.7933;+;78;21;24.6024; 0.0029790;  18.000; 1;HII  ; ;39.00;N;21;<;39.04;<;39.16; ;39.87;0.980;0.250; 4;UGC03429          ;
NGC2903        ; 9;32;10.0855;+;21;30; 1.8828; 0.0018340;   8.550;31;HII  ; ;39.90;N;21;<;37.86;<;37.91;<;38.17;1.300;0.100;13;UGC05079          ;
M82            ; 9;55;52.1724;+;69;40;47.6148; 0.0006770;   3.270; 6;HII  ; ;39.92; ; 8;<;37.06;<;38.27; ;38.77;2.750;0.060;11;NGC3034           ;
NGC3184        ;10;18;16.9380;+;41;25;27.4008; 0.0019750;  14.400; 4;HII  ; ;38.00;N;21;<;37.39;<;37.70; ;38.09;0.930;0.040;13;UGC05557          ;
NGC3198        ;10;19;55.0022;+;45;32;59.3376; 0.0022020;  14.500; 4;HII  ; ;38.20;N;21;<;36.88;<;37.60; ;38.05;0.810;0.080;13;UGC05572          ;
NGC3256        ;10;27;51.2376;-;43;54;13.9176; 0.0093540;  37.400;30;HII  ; ;40.80;N;21;<;39.56;<;39.81; ;40.31;1.100;0.280; 4;ESO263-IG38       ;
M95            ;10;43;57.7049;+;11;42;13.2192; 0.0025950;  10.000; 4;HII  ;<;37.29; ;12;<;37.19;<;37.22; ;38.75;1.350;0.030;13;NGC3351           ;
NGC3938        ;11;52;49.4218;+;44; 7;14.6316; 0.0026990;  21.900;23;HII  ; ;     ; ;  ;<;37.71;<;37.90;<;38.22;1.300;0.200;13;UGC06856          ;
NGC4536        ;12;34;27.0715;+; 2;11;17.4768; 0.0060310;  15.500; 4;HII  ; ;39.58;N;37;<;37.24;<;37.57; ;38.69;2.200;0.300;11;UGC07732          ;
NGC4559        ;12;35;57.6502;+;27;57;35.9064; 0.0026920;        ;  ;HII  ; ;39.77;N; 8;<;37.03;<;37.18;<;38.54;0.690;0.050;13;UGC07766          ;
NGC4631        ;12;42; 7.7616;+;32;32;34.6308; 0.0020210;   7.400;20;HII  ; ;38.45;N; 8;<;36.66;<;37.25;<;37.98;0.500;0.070;13;UGC07865          ;
M83            ;13;37; 0.8647;-;29;51;55.9152; 0.0017110;   4.610;25;HII  ; ;38.61;N; 8;<;37.19;<;37.48; ;38.16;1.230;0.030;13;NGC5236           ;
NGC6946        ;20;34;52.3058;+;60; 9;13.8636; 0.0001330;   5.570;23;HII  ; ;39.58;N;52;<;36.80;<;37.34; ;38.17;1.100;0.200;13;UGC11597          ;
HS0017+1055    ; 0;20;21.4000;+;11;12;21.0000; 0.0188460;        ;  ;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.090;0.020;10;                  ;
Haro11         ; 0;36;52.4544;-;33;33;16.7652; 0.0205980;        ;  ;Dwarf; ;40.98;N;23;<;39.67; ;     ; ;40.59;0.470;0.010;10;                  ;
HS0052+2536    ; 0;54;56.3647;+;25;53; 8.0052; 0.0453850;        ;  ;Dwarf; ;     ; ;  ;<;40.52; ;     ;<;40.14;0.240;0.140;10;                  ;
UM311          ; 1;15;34.4030;-; 0;51;46.0600; 0.0055860;        ;  ;Dwarf; ;     ; ;  ;<;38.21; ;     ; ;38.61;0.480;0.010;10;                  ;
NGC625         ; 1;35; 5.1598;-;41;26; 8.8080; 0.0013210;   3.520;32;Dwarf; ;     ; ;  ;<;37.67; ;     ;<;36.76;0.340;0.020;10;                  ;
UM133          ; 1;44;41.2800;+; 4;53;26.0000; 0.0054140;        ;  ;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.135;0.003;10;                  ;
NGC1140        ; 2;54;33.5323;-;10; 1;42.1176; 0.0050070;  18.000;32;Dwarf; ;     ; ;  ;<;38.59; ;     ; ;38.89;0.490;0.010;10;                  ;
SBS0335-052    ; 3;37;44.0610;-; 5; 2;40.1900; 0.0135190;        ;  ;Dwarf; ;38.98; ;65;<;38.79; ;     ; ;39.29;0.036;0.001;10;                  ;
NGC1569        ; 4;30;49.0253;+;64;50;52.8792;-0.0003470;   3.250;32;Dwarf;<;38.40; ;38;<;37.01; ;     ; ;38.61;0.210;0.010;10;                  ;
NGC1705        ; 4;54;13.4513;-;53;21;39.3660; 0.0021120;   5.510;32;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.400;0.100;10;                  ;
Mrk1089        ; 5; 1;37.8036;-; 4;15;28.8576; 0.0134060;        ;  ;Dwarf; ;     ; ;  ;3; 9.90; ;     ;<;39.70;0.320;0.080;10;                  ;
IIZw40         ; 5;55;42.6259;+; 3;23;31.7076; 0.0026320;  10.300;30;Dwarf; ;     ; ;  ;<;37.98; ;     ; ;39.00;0.347;0.008;10;                  ;
NGC2366        ; 7;28;55.5545;+;69;13; 4.6992; 0.0002670;   3.340;32;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.102;0.002;10;                  ;
HS0822+3542    ; 8;25;55.5220;+;35;32;31.9600; 0.0024250;  11.000;19;Dwarf;<;38.21; ;30;<;37.17; ;     ; ;     ;0.043;0.003;10;                  ;
He2-10         ; 8;36;15.1795;-;26;24;33.7608; 0.0029120;   8.230;32;Dwarf; ;38.67; ;31;<;38.23; ;     ; ;38.81;0.550;0.010;10;                  ;
UGC4483        ; 8;37; 3.0000;+;69;46;31.0000; 0.0005190;   3.530;32;Dwarf;<;37.43; ;30; ;     ; ;     ; ;     ;0.059;0.003;10;                  ;
IZw18          ; 9;34; 2.0270;+;55;14;27.2868; 0.0025050;  18.200;15;Dwarf; ;39.42;N;30;<;38.20; ;     ;<;38.21;0.028;0.001;10;                  ;
Haro2          ;10;32;31.8869;+;54;24; 3.3840; 0.0047690;  24.900;30;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.350;0.020;10;                  ;
Haro3          ;10;45;22.3898;+;55;57;37.6164; 0.0031490;  20.400;29;Dwarf; ;     ; ;  ;<;38.86; ;     ; ;38.95;0.390;0.010;10;                  ;
Mrk153         ;10;49; 5.0186;+;52;20; 7.6848; 0.0079700;  36.300;30;Dwarf; ;     ; ;  ;<;38.74; ;     ; ;38.91;0.150;0.010;10;                  ;
VIIZw403       ;11;27;59.9000;+;78;59;39.0000;-0.0003450;   4.540;32;Dwarf; ;38.59;N;30;<;37.10; ;     ;<;36.64;0.093;0.002;10;                  ;
Mrk1450        ;11;38;35.6842;+;57;52;27.0876; 0.0031560;        ;  ;Dwarf; ;     ; ;  ;<;37.32; ;     ; ;38.22;0.141;0.003;10;                  ;
UM448          ;11;42;12.2162;+; 0;20; 3.9192; 0.0185590;        ;  ;Dwarf; ;     ; ;  ;<;39.61; ;     ; ;40.34;0.430;0.010;10;                  ;
UM461          ;11;51;33.3490;-; 2;22;21.9200; 0.0034650;        ;  ;Dwarf;<;37.57; ;30;<;37.24; ;     ; ;37.83;0.110;0.003;10;                  ;
SBS1159+545    ;12; 2; 2.3700;+;54;15;49.6000; 0.0119820;        ;  ;Dwarf; ;     ; ;  ;<;39.03; ;     ;<;38.84;0.056;0.001;10;                  ;
SBS1211+540    ;12;14; 2.4770;+;53;45;17.4300; 0.0030250;        ;  ;Dwarf; ;     ; ;  ;<;37.71; ;     ;<;37.57;0.078;0.002;10;                  ;
NGC4214        ;12;15;39.2578;+;36;19;36.9228; 0.0009700;   2.930;32;Dwarf; ;38.04;N; 8; ;     ; ;     ; ;     ;0.372;0.009;10;                  ;
Tol1214-277    ;12;17;17.0930;-;28; 2;32.6700; 0.0260010;        ;  ;Dwarf; ;     ; ;  ;<;39.03; ;     ; ;39.89;0.068;0.002;10;                  ;
HS1222+3741    ;12;24;36.7180;+;37;24;36.5500; 0.0409000;        ;  ;Dwarf; ;     ; ;  ;<;40.16; ;     ;<;40.45;0.126;0.003;10;                  ;
Mrk209         ;12;26;15.7130;+;48;29;38.7564; 0.0009370;   5.900;15;Dwarf;<;37.85; ;30;<;36.89; ;     ; ;37.74;0.112;0.003;10;                  ;
HS1236+3937    ;12;39;20.1810;+;39;21; 4.5200; 0.0184000;        ;  ;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.110;0.030;10;                  ;
SBS1249+493    ;12;51;52.4970;+;49; 3;27.6600; 0.0243370;        ;  ;Dwarf; ;     ; ;  ;<;40.40; ;     ;<;39.75;0.098;0.005;10;                  ;
NGC4861        ;12;59; 2.3400;+;34;51;34.0000; 0.0027850;   9.950;32;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.158;0.004;10;                  ;
HS1304+3529    ;13; 6;24.2450;+;35;13;42.6972; 0.0165000;        ;  ;Dwarf; ;     ; ;  ;<;39.53; ;     ;<;39.54;0.170;0.050;10;                  ;
HS1319+3224    ;13;21;19.7080;+;32; 8;25.1400; 0.0182000;        ;  ;Dwarf; ;     ; ;  ;<;39.57; ;     ;<;38.96;0.130;0.030;10;                  ;
Pox186         ;13;25;48.6640;-;11;36;37.7800; 0.0039030;        ;  ;Dwarf; ;     ; ;  ;<;37.86; ;     ;<;37.05;0.102;0.002;10;                  ;
HS1330+3651    ;13;33; 8.2800;+;36;36;33.1000; 0.0167000;        ;  ;Dwarf; ;     ; ;  ;<;39.97; ;     ;<;39.43;0.200;0.050;10;                  ;
NGC5253        ;13;39;55.9673;-;31;38;24.3276; 0.0013580;   3.550;32;Dwarf; ;37.02; ; 8; ;     ; ;     ; ;     ;0.360;0.020;10;                  ;
SBS1415+437    ;14;17; 1.4080;+;43;30; 5.4700; 0.0020310;  13.600;15;Dwarf;<;38.51; ; 9;<;37.41; ;     ; ;38.16;0.072;0.002;10;                  ;
HS1442+4250    ;14;44;12.8070;+;42;37;44.0100; 0.0021100;        ;  ;Dwarf;<;37.96; ;30;<;36.59; ;     ; ;37.33;0.081;0.002;10;                  ;
SBS1533+574    ;15;34;13.3061;+;57;17; 7.3608; 0.0110410;        ;  ;Dwarf; ;     ; ;  ;<;39.29; ;     ;<;39.38;0.229;0.005;10;                  ;
Mrk930         ;23;31;58.5967;+;28;56;49.7940; 0.0182960;        ;  ;Dwarf; ;40.06; ;55;<;39.36; ;     ; ;39.92;0.219;0.005;10;                  ;
HS2352+2733    ;23;54;56.7000;+;27;49;59.0000; 0.0276360;        ;  ;Dwarf; ;     ; ;  ; ;     ; ;     ; ;     ;0.500;0.300;10;                  ;
3C33           ; 1; 8;52.8818;+;13;20;14.1684; 0.0597000;        ;  ;S1h  ; ;43.86;N;64; ;41.20; ;41.10; ;41.80;0.890;     ; 3;4C+13.07          ;
PG1114+445     ;11;17; 6.3950;+;44;13;33.2076; 0.1438620;        ;  ;S1.0 ; ;43.95;N;51; ;     ;<;41.94; ;42.04;     ;     ;  ;                  ;
ESO506-G27     ;12;38;54.5820;-;27;18;28.1376; 0.0250240;        ;  ;S2   ; ;43.06;N;70; ;     ; ;     ; ;40.70;     ;     ;  ;AM1236-270        ;
IRAS12514+1027 ;12;54; 0.8126;+;10;11;12.3936; 0.3190000;        ;  ;S2   ; ;44.26;Y;69; ;42.78; ;42.71; ;42.92;     ;     ;  ;LEDA2816846       ;
NGC5353        ;13;53;26.7082;+;40;16;59.1060; 0.0077550;  35.700;29;LIN  ;<;38.09; ;26; ;     ; ;     ; ;37.93;     ;     ;  ;UGC08813          ;
3C315          ;15;13;40.0082;+;26; 7;23.8260; 0.1083000;        ;  ;S2   ; ;41.45;N;35; ;     ; ;     ; ;40.82;     ;     ;  ;4C+26.47          ;
PG1700+518     ;17; 1;24.8242;+;51;49;20.4168; 0.2920000;1360.000;34;S1.0 ; ;43.11; ; 2; ;42.50;<;41.98; ;42.57;     ;     ;  ;IRAS17002+5153    ;
3C424          ;20;48;12.0300;+; 7; 1;17.4800; 0.1269880;  45.900;29;S2   ; ;42.44;N;36; ;     ; ;     ; ;40.85;     ;     ;  ;LEDA2817726       ;
